,Clave,Descripción,Existencia,Unidad
400,BGS-2387,"Dado para Bujías con Goma 3/8""x18mm",0.0,PIEZA
401,BGS-2390,"Dado para Bujías Articulado 3/8""x14mm",4.0,PIEZA
402,BGS-2391,"Dado para Bujías Articulado 3/8""x16mm",3.0,PIEZA
403,BGS-2404,"Dado para Bujías Extra Largo 3/8""x14mm",6.0,PIEZA
404,BGS-2405,Dado Largo para Bujias 16mm 12Ptas,0.0,PIEZA
405,BGS-2414,"Dado 1/2""x14mm Super Lock",0.0,PIEZA
406,BGS-242,"Extensión Oscilante 3/8""x75mm",0.0,PIEZA
407,BGS-243,"Extensión Oscilante 3/8""x150mm",0.0,PIEZA
408,BGS-2435,"Dados Largos 1/2"" STD 6ptas 10pzas",0.0,JGO
409,BGS-2446,"Dado para Bujía Largo 3/8"" x 14mm",4.0,PIEZA
410,BGS-2447,"Dado para Bujía Magnético 3/8""x14mm",2.0,PIEZA
411,BGS-2450,"Nudo Universal 3/8""x10mm",0.0,PIEZA
412,BGS-2452,"Nudo Universal 3/8""x12mm",0.0,PIEZA
413,BGS-2453,"Nudo Universal 3/8""x13mm",0.0,PIEZA
414,BGS-2454,"Nudo Universal 3/8""x14mm",0.0,PIEZA
415,BGS-2455,"Nudo Universal 3/8"" 15mm",0.0,PIEZA
416,BGS-2457,"Nudo Universal 3/8"" 17mm",0.0,PIEZA
417,BGS-2458,"Nudo Universal 3/8"" 18mm",0.0,PIEZA
418,BGS-246,"Extensión Oscilante 3/8""x125mm",0.0,PIEZA
419,BGS-2460,Extractor de Cables de Bujía VAG 320mm,0.0,PIEZA
420,BGS-2469,"Dado para Bujía Magnético 3/8""x16mm",0.0,PIEZA
421,BGS-2470,"Dado para Bujías 1/2""x21mm",1.0,PIEZA
422,BGS-2477,"Dado 1/4"" x 5.5mm Pro Torque",0.0,PIEZA
423,BGS-2478,"Dado 1/4"" x 6mm Pro Torque",0.0,PIEZA
424,BGS-2479,"Dado 1/4"" x 7mm Pro Torque",0.0,PIEZA
425,BGS-2480,"Dado 1/4""x8mm Pro Torque",0.0,PIEZA
426,BGS-2482,"Dado 1/4""x10mm Pro Torque",0.0,PIEZA
427,BGS-2498,"Dado con Punta Hexagonal 1/4""x4mm",0.0,PIEZA
428,BGS-2499,"Dado con Punta Hexagonal 1/4""x5mm",0.0,PIEZA
429,BGS-250,"Nudo Universal 1/4""",0.0,PIEZA
430,BGS-251,"Nudo Universal 1/2""",0.0,PIEZA
431,BGS-25105,"Matraca Extensible Articulada 1/4""",0.0,PIEZA
432,BGS-25106,"Matraca Extensible Cabeza Flexible 3/8""",0.0,PIEZA
433,BGS-25107,"Matraca Extensible Articulada 1/2""",0.0,PIEZA
434,BGS-252,Juego de Nudos Universales con Muelle,0.0,JGO
435,BGS-2531,"Dado Multi Medidas 1/2"" 11-32mm",0.0,PIEZA
436,BGS-2542,"Dado con Punta 3/8"" Torx T20",0.0,PIEZA
437,BGS-2543,"Dado con Punta 3/8"" Torx T25",0.0,PIEZA
438,BGS-2544,"Dado con Punta 3/8"" Torx T27",0.0,PIEZA
439,BGS-2545,"Dado con Punta 3/8"" Torx T30",0.0,PIEZA
440,BGS-2546,"Dado con Punta 3/8"" Torx T40",0.0,PIEZA
441,BGS-2547,"Dado con Punta 3/8"" Torx T45",0.0,PIEZA
442,BGS-2548,"Dado con Punta Torx 3/8"" x T50",0.0,PIEZA
443,BGS-2549,"Dado con Punta Torx 3/8"" x T55",0.0,PIEZA
444,BGS-2560,Jgo de Dados Especiales 3-5-6-10 puntas,2.0,JGO
445,BGS-2560-1-MX,Dados Especiales para Nissan 2pzas,24.0,JGO
446,BGS-2571,"Dado con Punta Torx 3/8""xT20 Seguridad",0.0,PIEZA
447,BGS-2572,"Dado con Punta Torx 3/8""xT25 Seguridad",0.0,PIEZA
448,BGS-2573,"Dado con Punta Torx 3/8""xT27 Seguridad",0.0,PIEZA
449,BGS-2574,"Dado con Punta Torx 3/8""xT30 Seguridad",0.0,PIEZA
450,BGS-2575,"Dado con Punta Torx 3/8""xT40 Seguridad",0.0,PIEZA
451,BGS-2578,"Dado con Punta Hexagonal 3/8""x5mm",0.0,PIEZA
452,BGS-2579,"Dado con Punta Hexagonal 3/8""x6mm",0.0,PIEZA
453,BGS-2583,"Dado con Punta Hexagonal 3/8""x9mm",0.0,PIEZA
454,BGS-2584,"Dado con Punta Hexagonal 3/8""x12mm",0.0,PIEZA
455,BGS-2592,"Dado con Punta Torx 1/4""xT20",0.0,PIEZA
456,BGS-2597,"Dado con Punta Torx 3/8""xT45 Seguridad",0.0,PIEZA
457,BGS-2599,"Dado con Punta Torx 3/8""xT55 Seguridad",0.0,PIEZA
458,BGS-2600,"Dado Largo 3/8""x10mm Super Lock",1.0,PIEZA
459,BGS-2602,"Dado Largo 3/8""x12mm Super Lock",0.0,PIEZA
460,BGS-265,"Maneral Articulado 1/2""x250mm",0.0,PIEZA
461,BGS-265-REPAIR,"Kit de Reparacion para Maneral 1/2""",0.0,JGO
462,BGS-267,"Maneral Articulado 1/2"" x 610mm",0.0,PIEZA
463,BGS-267-REPAIR,Kit de Reparación de Maneral Articulado,0.0,JGO
464,BGS-270,"Adaptador 3/8"" x 1/2""",0.0,PIEZA
465,BGS-2729,"Dado con Punta Hexagonal 3/8"" x 48mm",0.0,PIEZA
466,BGS-273,"Maneral Deslizable 1/2""",1.0,PIEZA
467,BGS-275,"Adaptador de Impacto 3/4""x1/2""",0.0,PIEZA
468,BGS-2758,Dados con Punta Hexagonal 8pzas,0.0,JGO
469,BGS-276,"Maneral Deslizable 1/4""",1.0,PIEZA
470,BGS-2761,"Dado con Punta Torx 3/8"" x T60",0.0,PIEZA
471,BGS-2775,"Dado 1/2"" x 11/16"" Pro Torque",0.0,PIEZA
472,BGS-2776,"Dado 1/2""x3/4""",0.0,PIEZA
473,BGS-2778,"Dado 1/2""x7/8""",0.0,PIEZA
474,BGS-2790,Bloqueador de Cerradura de Capó y Malete,0.0,PIEZA
475,BGS-280,"Adaptador 3/8"" Int x 1/2"" Ext",0.0,PIEZA
476,BGS-283,"Maneral Articulado 3/4""x630mm",0.0,PIEZA
477,BGS-286,"Matraca Articulada 3/8""",0.0,PIEZA
478,BGS-2900,Mordaza de 2 Direcciones 120mm 5Ton,2.0,PIEZA
479,BGS-2902,Mordaza 45mm 5Ton,2.0,PIEZA
480,BGS-2903,Mordaza 35mm 3Ton,0.0,PIEZA
481,BGS-2904,Mordaza 43mm Dos Direcciones 5Ton,2.0,PIEZA
482,BGS-2910,"Dado 1/2"" x 10mm Pro Torque",0.0,PIEZA
483,BGS-2912,"Dado 1/2"" x 12mm Pro Torque",0.0,PIEZA
484,BGS-2914,"Dado 1/2"" x 14mm Pro Torque",0.0,PIEZA
485,BGS-2915,"Dado 1/2"" x 15mm Pro Torque",0.0,PIEZA
486,BGS-2917,"Dado 1/2"" x 17mm Pro Torque",0.0,PIEZA
487,BGS-2918,"Dado 1/2"" x 18mm Pro Torque",3.0,PIEZA
488,BGS-2921,"Dado 1/2"" x 21mm Pro Torque",0.0,PIEZA
489,BGS-294,"Extensión 3/8""x75mm",0.0,PIEZA
490,BGS-295,"Extensión 3/8""x150mm",0.0,PIEZA
491,BGS-296,"Extensión 3/8""x50mm",0.0,PIEZA
492,BGS-2970,"Dado Largo 1/4""x10mm Super Lock",0.0,PIEZA
493,BGS-2986,"Llaves 3/8"" para Calentadores de Bujía",0.0,JGO
494,BGS-299,"Nudo Universal 3/8""",0.0,PIEZA
495,BGS-2990,"Juego de Dados Articulados 3/8"" 6pzas",0.0,JGO
496,BGS-2992,Cama para Mecánico 130Kg,0.0,PIEZA
497,BGS-2994,Cama para Mecánico 1000x510mm 110Kg,0.0,PIEZA
498,BGS-30001,Llaves Combinadas con Matraca MM 12pzas,0.0,JGO
499,BGS-30114,Llave Combinada Acodada 14mm,0.0,PIEZA
500,BGS-30115,Llave Combinada Acodada 15mm,0.0,PIEZA
501,BGS-30150-MX,Torres para Automóvil 3Ton,0.0,PAR
502,BGS-30188,"Llave Combinada 1/4""",0.0,PIEZA
503,BGS-30192,"Llave Combinada 1/2""",0.0,PIEZA
504,BGS-30193,"Llave Combinada 9/16""",0.0,PIEZA
505,BGS-30195,"Llave Combinada 11/16""",0.0,PIEZA
506,BGS-30196,"Llave Combinada 3/4""",0.0,PIEZA
507,BGS-30198,"Llave Combinada 7/8""",0.0,PIEZA
508,BGS-30199,"Llave Combinada 15/16""",0.0,PIEZA
509,BGS-302,"Matraca de Polipropileno 1/4""",0.0,PIEZA
510,BGS-30210,Llave Acodada de Anillo Doble 10x11mm,0.0,PIEZA
511,BGS-30212,Llave Acodada de Anillo Doble 12x13mm,0.0,PIEZA
512,BGS-30213,Llave Acodada de Anillo Doble 13x17mm,0.0,PIEZA
513,BGS-30214,Llave Acodada de Anillo Doble 14x15mm,0.0,PIEZA
514,BGS-30216,Llave Acodada de Anillo Doble 16x17mm,0.0,PIEZA
515,BGS-30217,Llave Acodada de Anillo Doble 17x19mm,0.0,PIEZA
516,BGS-3027,Extractor de Molduras 5pzas,5.0,JGO
517,BGS-303,"Matraca de Polipropileno 3/8""",2.0,PIEZA
518,BGS-3030,Probador de Tiempo de Encendido,0.0,PIEZA
519,BGS-304,"Matraca de Polipropileno 1/2""",0.0,PIEZA
520,BGS-30501,Juego de Llaves Combinadas MM 12pzas,0.0,JGO
521,BGS-30507,Llave Combinada 7mm,0.0,PIEZA
522,BGS-30508,Llave Combinada 8mm,0.0,PIEZA
523,BGS-30510,Llave Combinada 10mm,0.0,PIEZA
524,BGS-30512,Llave Combinada 12mm,0.0,PIEZA
525,BGS-30513,Llave Combinada 13mm,0.0,PIEZA
526,BGS-30514,Llave Combinada 14mm,0.0,PIEZA
527,BGS-30515,Llave Combinada 15mm,0.0,PIEZA
528,BGS-30518,Llave Combinada 18mm,0.0,PIEZA
529,BGS-30519,Llave Combinada 19mm,0.0,PIEZA
530,BGS-30521,Llave Combinada 21mm,0.0,PIEZA
531,BGS-30522,Llave Combinada 22mm,0.0,PIEZA
532,BGS-30556,Llave Combinada 6mm,0.0,PIEZA
533,BGS-30560,Llave Combinada 10mm,0.0,PIEZA
534,BGS-30562,Llave Combinada 12mm,0.0,PIEZA
535,BGS-30563,Llave Combinada 13mm,0.0,PIEZA
536,BGS-30564,Llave Combinada 14mm,0.0,PIEZA
537,BGS-30565,Llave Combinada 15mm,0.0,PIEZA
538,BGS-30570,Llave Combinada 20mm,3.0,PIEZA
539,BGS-30571,Llave Combinada 21mm,0.0,PIEZA
540,BGS-30742,Llave Doble Estrella tipo S 12 x 13mm,0.0,PIEZA
541,BGS-30762,Llave Combinada Extra Corta 12mm,0.0,PIEZA
542,BGS-30775,Llave Combinada Extra Corta 15mm,0.0,PIEZA
543,BGS-30778,Llave Combinada Extra Corta 18mm,0.0,PIEZA
544,BGS-3084,"Medidor de Ángulo 1/2""",3.0,PIEZA
545,BGS-3089,Imán Flexible 500mm,0.0,PIEZA
546,BGS-3094,Imán Flexible con Garras,0.0,PIEZA
547,BGS-3120,"Extensión 1/2""x125mm",0.0,PIEZA
548,BGS-3121,"Extensión 1/2""x250mm",0.0,PIEZA
549,BGS-315,"Matraca Reversible 1/4"" Ergonómica",0.0,PIEZA
550,BGS-3154,Imán Flexible 500mm,0.0,PIEZA
551,BGS-3159,Imán Flexible 500mm 3Kg,0.0,PIEZA
552,BGS-316,"Matraca Reversible 3/8""",0.0,PIEZA
553,BGS-3174,"Herramienta con Imán, Garra y Luz",0.0,PIEZA
554,BGS-318,"Matraca Reversible 1/4"" 72 Dientes",0.0,PIEZA
555,BGS-3188,Recolector Magnético 650mm 3Kg,0.0,PIEZA
556,BGS-319,"Matraca Reversible 3/8"" ergonómico",0.0,PIEZA
557,BGS-3193,Extractor de Grapas de Tapizado 240mm,0.0,PIEZA
558,BGS-320,"Matraca Reversible 1/2"" Ergonómica",0.0,PIEZA
559,BGS-3201,Pistola de Inflado 115PSI,0.0,PIEZA
560,BGS-32140,Llaves Combinadas Extra Cortas STD 8pzas,0.0,JGO
561,BGS-3232,Cubierta para Carrocería Magnética,0.0,PIEZA
562,BGS-3233,"Pistola de Impacto 1/2"" 1355Nm",0.0,PIEZA
563,BGS-3234,"Matraca Neumática Reversible, 34Nm",0.0,PIEZA
564,BGS-3235,"Pistola de Impacto 3/4"" 1355Nm",0.0,PIEZA
565,BGS-3239,"Mini Matraca Neumática Reversible 3/8""",0.0,PIEZA
566,BGS-3242,Pistola de Inflado 0-12 Bar,0.0,PIEZA
567,BGS-3245,"Pistola de Impacto 1/2"" 678Nm",0.0,PIEZA
568,BGS-3257,Cuchillas Semiredondas 24mm p/3218,1.0,PIEZA
569,BGS-3260-1,Sierra Reciprocante Neumática,0.0,PIEZA
570,BGS-3280,"Pistola de Impacto 1/2"" 880Nm",0.0,PIEZA
571,BGS-3286-1,Disco de Corte 75mmx1.8x9.7mm,0.0,PIEZA
572,BGS-3290-MX,"Lijadora Orbital Neumática 5""",0.0,PIEZA
573,BGS-3300,Caja Metálica para Herramienta 430mm,2.0,PIEZA
574,BGS-3302,Caja Metálica para Herramienta 530mm,2.0,PIEZA
575,BGS-3304,Maletín de Aluminio 460x340x150mm,1.0,PIEZA
576,BGS-3307,Juego de Maletines de Aluminio 3pzas,2.0,JGO
577,BGS-3317,Pistola de Pintura 1.4mm 550cm³,0.0,JGO
578,BGS-3446,"Dado 3/4"" x 46mm Pro Torque",0.0,PIEZA
579,BGS-35100,Llaves Allen de Bola Largas 9pzas,0.0,JGO
580,BGS-3535,Estetoscopio para Mecánico 320mm,0.0,PIEZA
581,BGS-35812,Desarmadores para Electricista 2pzas,0.0,JGO
582,BGS-35835,Juego de Desarmadores 5pzas,0.0,JGO
583,BGS-35838,Desarmadores para Electricista 8pzas,3.0,JGO
584,BGS-3846,Mazo con Mango de Fibra de Vidrio 2Kg,0.0,PIEZA
585,BGS-3850,Martillo de 100g Mango Fibra de Vidrio,0.0,PIEZA
586,BGS-3852,Martillo de Maquinista 300g,0.0,PIEZA
587,BGS-3856,Martillo de Mecánico 1000g,0.0,PIEZA
588,BGS-3873,Martillo de Bola 900g,0.0,PIEZA
589,BGS-389,Pinza de Punta y Corte 200mm,0.0,PIEZA
590,BGS-393,Pinzas de Corte Diagonal 165mm,0.0,PIEZA
591,BGS-395,Pinzas de Corte Diagonal Uso Rudo 180mm,0.0,PIEZA
592,BGS-4010-5,"Llave en ""T"" Hexagonal 5mm",0.0,PIEZA
593,BGS-404072-MX,Gabinete de Herramientas 7 Cajones,3.0,PIEZA
594,BGS-4050,Gabinete p/Herramientas 296pzas,3.0,JGO
595,BGS-4067,Bomba Manual de 200ml,0.0,PIEZA
596,BGS-4067-1,Juntas para Bomba Manual 4067,0.0,JGO
597,BGS-412,Pinza de Punta Curvada 90° 280mm,0.0,PIEZA
598,BGS-4154,"Dado con Punta Ribe 1/2""xM9",0.0,PIEZA
599,BGS-4155,"Dado con Punta Ribe 1/2""xM10",0.0,PIEZA
600,BGS-4156,"Dado con Punta Ribe 1/2""xM12",0.0,PIEZA
601,BGS-4158,"Dado con Punta Ribe 1/2""xM14",0.0,PIEZA
602,BGS-4165,"Dado Largo con Punta Ribe 1/2""xM10",0.0,PIEZA
603,BGS-4179,"Dado con Punta Larga Ribe 1/2""xM10.3",3.0,PIEZA
604,BGS-4184,"Dado Largo con Punta Ribe 1/2""xM9",0.0,PIEZA
605,BGS-421,Juego de Pinzas para Abrazaderas 10pzas,0.0,JGO
606,BGS-4216,"Dado con Punta Larga Hexagonal 1/2""x6mm",0.0,PIEZA
607,BGS-424,Pinza de Punta Extra Larga 400mm,0.0,PIEZA
608,BGS-4245,"Dado para Alternador Bristol 1/2""xM10",0.0,JGO
609,BGS-4246,Puntas y Dados para Poleas de Alternador,2.0,JGO
610,BGS-4247,Dados para Poleas de Alternador 23pzas,0.0,JGO
611,BGS-4248,Jgo de Puntas y Dados p/Alternador 30pza,0.0,JGO
612,BGS-4251,"Dado con Punta Hexagonal 1/2"" x 5mm",0.0,PIEZA
613,BGS-4256,"Dado con Punta Hexagonal 1/2"" x 12mm",0.0,PIEZA
614,BGS-4259,"Dado con Punta Hexagonal 1/2"" x 4mm",0.0,PIEZA
615,BGS-4260,"Dado Largo con Punta Hexagonal 1/2""x5mm",0.0,PIEZA
616,BGS-4266,"Dado Largo con Punta Hexagonal 1/2""x11mm",0.0,PIEZA
617,BGS-4270,"Dado con Punta Hexagonal Largo 1/2""x5mm",0.0,PIEZA
618,BGS-4273,"Dado con Punta Hexagonal Largo 1/2""x12mm",0.0,PIEZA
619,BGS-4328,"Dado con Punta Torx 1/2""xT50 Seguridad",0.0,PIEZA
620,BGS-4333,"Dado 1/2"" con Punta Bristol M9 x 140mm",0.0,PIEZA
621,BGS-4349,"Dado con Punta XZN 1/2""xM9",6.0,PIEZA
622,BGS-4351,"Dado con Punta XZN 1/2""xM6",0.0,PIEZA
623,BGS-4352,"Dado con Punta XZN 1/2""xM8",0.0,PIEZA
624,BGS-4356,"Dado con Punta XZN 1/2""xM16 de Seguridad",2.0,PIEZA
625,BGS-4357,"Dado Largo con Punta XZN 1/2""xM16",0.0,PIEZA
626,BGS-4361,"Dado con Punta XZN 1/2""xM8",0.0,PIEZA
627,BGS-4362,"Dado con Punta XZN 1/2""xM10",0.0,PIEZA
628,BGS-4363,"Dado con Punta XZN 1/2""xM12",0.0,PIEZA
629,BGS-4365,"Dado con Punta XZN 1/2""xM18",0.0,PIEZA
630,BGS-4375,"Dado con Punta T-Star 1/2"" x T55",0.0,PIEZA
631,BGS-4378,"Dado con Punta Torx 1/2"" x T60",0.0,PIEZA
632,BGS-442,Pelacables Automático 0.13-6mm,0.0,PIEZA
633,BGS-4456,"Punta Torx 5/16""xT60",0.0,PIEZA
634,BGS-447,Pinzas para Anillos de Retención 4pzas,0.0,JGO
635,BGS-4475,"Dado con Punta Torx 1/2"" x T55",0.0,PIEZA
636,BGS-4483,"Dado con Punta Torx Largo 1/2""xT55",0.0,PIEZA
637,BGS-4490,Pinza de Presión Punta Curva 225mm,0.0,PIEZA
638,BGS-4499,Pinzas de Presión Mini 3pzas,0.0,JGO
639,BGS-450,Pinzas para Anillos d/Retención 4pzas,9.0,JGO
640,BGS-457,Pinzas de Apertura Multiple 3pzas,0.0,JGO
641,BGS-470,Pinzas con Chicote para Abrazaderas,0.0,PIEZA
642,BGS-473,Pinza para Abrazaderas Elásticas 200mm,0.0,PIEZA
643,BGS-4767,"Punta Ribe 3/8""xM12",0.0,PIEZA
644,BGS-4772,"Punta Ribe 3/8""xM7",0.0,PIEZA
645,BGS-4777,"Punta Ribe 3/8""xM11",0.0,PIEZA
646,BGS-4778,"Punta Ribe 3/8""xM12",0.0,PIEZA
647,BGS-4806,Alfombrilla de Protección 990x490x28mm,0.0,PIEZA
648,BGS-4816,Juego de Puntas Coloreadas 32pzas,0.0,PIEZA
649,BGS-486,Pinza Separadora de Mangueras 200mm,0.0,PIEZA
650,BGS-493,Pinza de Presión 3 Posiciones 225mm,0.0,PIEZA
651,BGS-497,Pinza de Presión Cuello de Cisne 475mm,0.0,PIEZA
652,BGS-4993,Juego de Puntas Torx Plus 23pzas,0.0,JGO
653,BGS-5013,"Juego de Puntas Ribe 3/8"" 22pzas",0.0,JGO
654,BGS-5021,"Juego de Dados y Puntas Torx 3/8"" 34pzas",0.0,JGO
655,BGS-5058,"Dado Especial para Motocicleta 3/8""",11.0,PIEZA
656,BGS-5059,"Dado Especial para Moto 19, 22 y 24mm",2.0,PIEZA
657,BGS-5060,Puntas Hexagonales para Motocicleta,3.0,PIEZA
658,BGS-50602,Cutter de Seguridad,0.0,PIEZA
659,BGS-508,Pinzas para Abrazaderas de Mangueras 2pz,0.0,PIEZA
660,BGS-5100,"Juego de Dados con Punta 1/2"" Torx 19pz",0.0,JGO
661,BGS-5104,"Dados Punta Hexagonal 3/8"" 7pzas",0.0,JGO
662,BGS-5105,"Dados con Punta Bristol 3/8"" 8pzas",0.0,JGO
663,BGS-5107,"Dados con Punta Hexagonal 3/8"" 7pz",0.0,JGO
664,BGS-5108,"Dados con Punta Torx 3/8"" 7pzas",0.0,JGO
665,BGS-518,"Matraca Reversible 3/8"" Diente Fino",0.0,PIEZA
666,BGS-5181,"Dados con Punta Hexagonal 1/2"" 30pz",0.0,JGO
667,BGS-5182,"Juego de Dados 1/2"" Punta T-Star 32pzas",0.0,JGO
668,BGS-5183,"Juego de Dados Punta Ribe 1/2"" 32pzas",0.0,JGO
669,BGS-5184,Jgo de Dados con Punta 38pzas,0.0,JGO
670,BGS-5184-H17,"Dado con Punta Hexagonal 1/2""x17mm",0.0,PIEZA
671,BGS-5184-M9,"Dado con Punta XZN 1/2""xM9",0.0,PIEZA
672,BGS-5184-R10,"Dado con Punta Ribe 1/2""xM10",0.0,PIEZA
673,BGS-5184-T70,"Dado con Punta Larga Ribe 1/4""xT70",5.0,PIEZA
674,BGS-5184-TS20,"Dado con Punta Ribe 1/4""xTS20 Seguridad",6.0,PIEZA
675,BGS-5184-TS27,"Dado con Punta Ribe 1/4""xTS27 Seguridad",0.0,PIEZA
676,BGS-5184-TS30,"Dado con Punta Ribe 1/4""xTS30 Seguridad",0.0,PIEZA
677,BGS-5184-TS40,"Dado con Punta Ribe 1/4""xTS40 Seguridad",0.0,PIEZA
678,BGS-5205,"Dados de Impacto 1/2"" MM 10pzas",0.0,JGO
679,BGS-5206,"Dados de Impacto Largos 1/2"" 10pzas",0.0,JGO
680,BGS-5207,"Dados de Impacto Largos 1/2"" MM 14pzas",0.0,JGO
681,BGS-5209,"Dados de Impacto 1/2"" GearLock 14pzas",0.0,JGO
682,BGS-5210,"Dado de Impacto 1/2""x10mm",0.0,PIEZA
683,BGS-5213,"Dado de Impacto 1/2""x13mm",0.0,PIEZA
684,BGS-5214,"Dado de Impacto 1/2""x14mm",0.0,PIEZA
685,BGS-5215,"Dado de Impacto 1/2""x15mm",0.0,PIEZA
686,BGS-5217,"Dado de Impacto 1/2""x17mm",0.0,PIEZA
687,BGS-5218,"Dado de Impacto 1/2""x18mm",0.0,PIEZA
688,BGS-5219,"Dado de Impacto 1/2""x19mm",0.0,PIEZA
689,BGS-5251,"Dados Largos 1/4"" MM 11pzas",0.0,JGO
690,BGS-5252,"Dados Largos 3/8"" 12ptas 11pzas",0.0,JGO
691,BGS-5253,"Juego de Dados 1/2"" MM 12ptas 9pzas",0.0,JGO
692,BGS-5265,"Juego de Dados Extractores 3/8"" 10pzas",0.0,JGO
693,BGS-5268,Dados Extractores en Espiral 6pzas,0.0,JGO
694,BGS-5269,"Extractores de Tuercas y Tornillos 1/2""",0.0,JGO
695,BGS-5274,"Dado Extractor de Tornillos 3/8""x14mm",0.0,PIEZA
696,BGS-531,Pinza para Anillos de Retención 225mm,0.0,PIEZA
697,BGS-5336,"Dado de Impacto Largo 1/2""x27mm 12ptas",0.0,PIEZA
698,BGS-5337,"Dado de Impacto Largo 1/2""x30mm",0.0,PIEZA
699,BGS-5338,"Dado de Impacto Largo 1/2""x32mm 12ptas",0.0,PIEZA
700,BGS-5339,"Dado de Impacto Largo 1/2"" 12ptas 33mm",0.0,PIEZA
701,BGS-5340,"Dado de Impacto Largo 1/2""x34mm 12ptas",0.0,PIEZA
702,BGS-5341,"Dado de Impacto Largo 1/2""x35mm 12ptas",0.0,PIEZA
703,BGS-5342,"Dado de Impacto Largo 1/2""x36mm 12ptas",0.0,PIEZA
704,BGS-5344,"Dado de Impacto Largo 1/2""x38mm 12ptas",0.0,PIEZA
705,BGS-5473,"Dado con Punta Torx 1/2""xT45",0.0,PIEZA
706,BGS-5621,"Dado de Impacto 3/4"" x 21mm",1.0,PIEZA
707,BGS-5633,"Dado de Impacto 3/4"" x 33mm",0.0,PIEZA
708,BGS-565,Juego de Sacabocados 9pzas,8.0,PIEZA
709,BGS-5655,"Dado de Impacto 3/4""x55mm",0.0,PIEZA
710,BGS-5719,"Dado de Impacto Largo 3/4"" x 19mm",0.0,PIEZA
711,BGS-5732,"Dado de Impacto Largo 3/4"" x 32mm",0.0,PIEZA
712,BGS-600,"Matraca Reversible 1/4"" Ergonómica",0.0,PIEZA
713,BGS-6005,Termómetro Digital Láser 500°C,0.0,PIEZA
714,BGS-601,"Matraca Reversible 3/8"" Ergonómica",0.0,PIEZA
715,BGS-60160,Jgo Extractor de Terminales 23pzas,0.0,JGO
716,BGS-602,"Matraca Reversible 1/2"" Ergonómica",0.0,PIEZA
717,BGS-6055,Carro para Taller con 6 Cajones 158pzas,0.0,JGO
718,BGS-618,"Matraca Reversible 1/4""",0.0,PIEZA
719,BGS-621,"Matracas Reversibles 1/4"", 3/8"" y 1/2""",0.0,JGO
720,BGS-62619,"Trabador para BMW N51, N52, N53, N54",0.0,JGO
721,BGS-62622,"Trabador para Citroen, Peugeot 1.8, 2.0L",0.0,JGO
722,BGS-62625,Trabador para VAG FSI/TFSI 1.4 y 1.6L,1.0,JGO
723,BGS-62625-2-MX,"Trabador FSI, TFSI 1.4 y 1.6",0.0,JGO
724,BGS-62628,"Trabador Mercedes Benz M270, M274, M133",0.0,JGO
725,BGS-62633,Trabador para Mercedes Benz OM651,0.0,JGO
726,BGS-62634,Trabador para BMW S54 8pzas,0.0,JGO
727,BGS-62640,Trabador de Polea de Cigüeñal para VAG,0.0,JGO
728,BGS-62644,Trabador para VAG 1.4 - 2.0L SDI/TDI,6.0,JGO
729,BGS-62646,Probador de Compresión de Motor,0.0,JGO
730,BGS-62650,Probador de Inyectores Diesel,0.0,PIEZA
731,BGS-62660,Probador de Compresión de Motores Diesel,1.0,JGO
732,BGS-62672,"Trabador para BMW N13, Mini N18",0.0,JGO
733,BGS-63400,Multímetro Digital 3.5 Digitos,0.0,PIEZA
734,BGS-63402,Multímetro Digital,1.0,JGO
735,BGS-63535,Medidor de Espesor de Pintura,0.0,PIEZA
736,BGS-6404,"Dado Torx 1/4"" Hembra E4",0.0,PIEZA
737,BGS-6405,"Dado Torx 1/4"" Hembra E5",1.0,PIEZA
738,BGS-6408,"Dado Torx 1/4"" Hembra E8",0.0,PIEZA
739,BGS-6410,"Dado Torx Hembra 3/8""xE10",0.0,PIEZA
740,BGS-6411,"Dado Torx Hembra 3/8""xE11",0.0,PIEZA
741,BGS-6418,"Dado Torx Hembra 1/2""xE18",0.0,PIEZA
742,BGS-6420,"Dado Torx Hembra 1/2""xE20",0.0,PIEZA
743,BGS-6422,"Dado Torx 1/2"" x E22",0.0,PIEZA
744,BGS-6448,"Dado Largo Torx 1/2"" x E18",0.0,PIEZA
745,BGS-6454,"Dados con Punta para Amortiguador 1/2""",0.0,JGO
746,BGS-6455,"Dados con Punta para Amortiguador 1/2""",0.0,JGO
747,BGS-6460,"Dado Torx 1/2"" x E10",0.0,PIEZA
748,BGS-6461,"Dado Torx 1/2"" x E11",1.0,PIEZA
749,BGS-6464,"Dado Torx 1/2"" x E14",0.0,PIEZA
750,BGS-6466,"Dado Torx 1/2"" x E16",0.0,PIEZA
751,BGS-6470,Goma para Brazo de Rampa 100mm,0.0,PIEZA
752,BGS-650,Pinzas para Anillos de Retención 225mm,0.0,JGO
753,BGS-6509,Llave Combinada con Matraca 9mm,1.0,PIEZA
754,BGS-651,Pinzas para Anillos de Retención 4pzas,0.0,JGO
755,BGS-6510,Llave Combinada con Matraca 10mm,0.0,PIEZA
756,BGS-6511,Llave Combinada con Matraca 11mm,0.0,PIEZA
757,BGS-6512,Llave Combinada con Matraca 12mm,0.0,PIEZA
758,BGS-6514,Llave Combinada con Matraca 14mm,0.0,PIEZA
759,BGS-6515,Llave Combinada con Matraca 15mm,0.0,PIEZA
760,BGS-6517,Llave Combinada con Matraca 17mm,0.0,PIEZA
